province,year,month,month_name,parameter,value
NUSA TENGGARA TIMUR,2023,12,DEC,T2M_MIN,25.76
NUSA TENGGARA TIMUR,2024,1,JAN,T2M_MIN,25.19
NUSA TENGGARA TIMUR,2024,2,FEB,T2M_MIN,25.14
NUSA TENGGARA TIMUR,2024,3,MAR,T2M_MIN,24.9
NUSA TENGGARA TIMUR,2024,4,APR,T2M_MIN,23.32
NUSA TENGGARA TIMUR,2024,5,MAY,T2M_MIN,23.34
NUSA TENGGARA TIMUR,2024,6,JUN,T2M_MIN,21.13
NUSA TENGGARA TIMUR,2024,7,JUL,T2M_MIN,20.01
NUSA TENGGARA TIMUR,2024,8,AUG,T2M_MIN,20.48
NUSA TENGGARA TIMUR,2024,9,SEP,T2M_MIN,21.97
NUSA TENGGARA TIMUR,2024,10,OCT,T2M_MIN,22.38
NUSA TENGGARA TIMUR,2024,11,NOV,T2M_MIN,23.69
NUSA TENGGARA TIMUR,2024,12,DEC,T2M_MIN,25.16
KALIMANTAN BARAT,2010,1,JAN,PRECTOTCORR,11.17
KALIMANTAN BARAT,2010,2,FEB,PRECTOTCORR,9.87
KALIMANTAN BARAT,2010,3,MAR,PRECTOTCORR,9.33
KALIMANTAN BARAT,2010,4,APR,PRECTOTCORR,7.73
KALIMANTAN BARAT,2010,5,MAY,PRECTOTCORR,10.25
KALIMANTAN BARAT,2010,6,JUN,PRECTOTCORR,9.97
KALIMANTAN BARAT,2010,7,JUL,PRECTOTCORR,10.62
KALIMANTAN BARAT,2010,8,AUG,PRECTOTCORR,8.37
KALIMANTAN BARAT,2010,9,SEP,PRECTOTCORR,13.68
KALIMANTAN BARAT,2010,10,OCT,PRECTOTCORR,9.09
KALIMANTAN BARAT,2010,11,NOV,PRECTOTCORR,13.37
KALIMANTAN BARAT,2010,12,DEC,PRECTOTCORR,8.59
KALIMANTAN BARAT,2011,1,JAN,PRECTOTCORR,13.75
KALIMANTAN BARAT,2011,2,FEB,PRECTOTCORR,9.95
KALIMANTAN BARAT,2011,3,MAR,PRECTOTCORR,5.22
KALIMANTAN BARAT,2011,4,APR,PRECTOTCORR,8.14
KALIMANTAN BARAT,2011,5,MAY,PRECTOTCORR,6.25
KALIMANTAN BARAT,2011,6,JUN,PRECTOTCORR,6.12
KALIMANTAN BARAT,2011,7,JUL,PRECTOTCORR,5.68
KALIMANTAN BARAT,2011,8,AUG,PRECTOTCORR,4.42
KALIMANTAN BARAT,2011,9,SEP,PRECTOTCORR,5.18
KALIMANTAN BARAT,2011,10,OCT,PRECTOTCORR,15.02
KALIMANTAN BARAT,2011,11,NOV,PRECTOTCORR,10.27
KALIMANTAN BARAT,2011,12,DEC,PRECTOTCORR,16.8
KALIMANTAN BARAT,2012,1,JAN,PRECTOTCORR,7.78
KALIMANTAN BARAT,2012,2,FEB,PRECTOTCORR,9.46
KALIMANTAN BARAT,2012,3,MAR,PRECTOTCORR,7.66
KALIMANTAN BARAT,2012,4,APR,PRECTOTCORR,9.42
KALIMANTAN BARAT,2012,5,MAY,PRECTOTCORR,6.5
KALIMANTAN BARAT,2012,6,JUN,PRECTOTCORR,2.78
KALIMANTAN BARAT,2012,7,JUL,PRECTOTCORR,9.56
KALIMANTAN BARAT,2012,8,AUG,PRECTOTCORR,3.97
KALIMANTAN BARAT,2012,9,SEP,PRECTOTCORR,2.2
KALIMANTAN BARAT,2012,10,OCT,PRECTOTCORR,13.91
KALIMANTAN BARAT,2012,11,NOV,PRECTOTCORR,12.9
KALIMANTAN BARAT,2012,12,DEC,PRECTOTCORR,16.12
KALIMANTAN BARAT,2013,1,JAN,PRECTOTCORR,5.33
KALIMANTAN BARAT,2013,2,FEB,PRECTOTCORR,12.76
KALIMANTAN BARAT,2013,3,MAR,PRECTOTCORR,8.02
KALIMANTAN BARAT,2013,4,APR,PRECTOTCORR,10.73
KALIMANTAN BARAT,2013,5,MAY,PRECTOTCORR,13.21
KALIMANTAN BARAT,2013,6,JUN,PRECTOTCORR,4.46
KALIMANTAN BARAT,2013,7,JUL,PRECTOTCORR,9.44
KALIMANTAN BARAT,2013,8,AUG,PRECTOTCORR,6.82
KALIMANTAN BARAT,2013,9,SEP,PRECTOTCORR,7.47
KALIMANTAN BARAT,2013,10,OCT,PRECTOTCORR,7.89
KALIMANTAN BARAT,2013,11,NOV,PRECTOTCORR,9.73
KALIMANTAN BARAT,2013,12,DEC,PRECTOTCORR,16.21
KALIMANTAN BARAT,2014,1,JAN,PRECTOTCORR,4.23
KALIMANTAN BARAT,2014,2,FEB,PRECTOTCORR,3.96
KALIMANTAN BARAT,2014,3,MAR,PRECTOTCORR,7.06
KALIMANTAN BARAT,2014,4,APR,PRECTOTCORR,7.78
KALIMANTAN BARAT,2014,5,MAY,PRECTOTCORR,9.58
KALIMANTAN BARAT,2014,6,JUN,PRECTOTCORR,7.75
KALIMANTAN BARAT,2014,7,JUL,PRECTOTCORR,3.42
KALIMANTAN BARAT,2014,8,AUG,PRECTOTCORR,9.73
KALIMANTAN BARAT,2014,9,SEP,PRECTOTCORR,3.5
KALIMANTAN BARAT,2014,10,OCT,PRECTOTCORR,10.48
KALIMANTAN BARAT,2014,11,NOV,PRECTOTCORR,9.85
KALIMANTAN BARAT,2014,12,DEC,PRECTOTCORR,10.3
KALIMANTAN BARAT,2015,1,JAN,PRECTOTCORR,11.65
KALIMANTAN BARAT,2015,2,FEB,PRECTOTCORR,10.87
KALIMANTAN BARAT,2015,3,MAR,PRECTOTCORR,7.04
KALIMANTAN BARAT,2015,4,APR,PRECTOTCORR,9.02
KALIMANTAN BARAT,2015,5,MAY,PRECTOTCORR,7.11
KALIMANTAN BARAT,2015,6,JUN,PRECTOTCORR,10.34
KALIMANTAN BARAT,2015,7,JUL,PRECTOTCORR,5.65
KALIMANTAN BARAT,2015,8,AUG,PRECTOTCORR,2.84
KALIMANTAN BARAT,2015,9,SEP,PRECTOTCORR,2.17
KALIMANTAN BARAT,2015,10,OCT,PRECTOTCORR,6.37
KALIMANTAN BARAT,2015,11,NOV,PRECTOTCORR,14.42
KALIMANTAN BARAT,2015,12,DEC,PRECTOTCORR,10.18
KALIMANTAN BARAT,2016,1,JAN,PRECTOTCORR,11.41
KALIMANTAN BARAT,2016,2,FEB,PRECTOTCORR,22.28
KALIMANTAN BARAT,2016,3,MAR,PRECTOTCORR,16.37
KALIMANTAN BARAT,2016,4,APR,PRECTOTCORR,9.71
KALIMANTAN BARAT,2016,5,MAY,PRECTOTCORR,20.1
KALIMANTAN BARAT,2016,6,JUN,PRECTOTCORR,14.12
KALIMANTAN BARAT,2016,7,JUL,PRECTOTCORR,11.16
KALIMANTAN BARAT,2016,8,AUG,PRECTOTCORR,2.31
KALIMANTAN BARAT,2016,9,SEP,PRECTOTCORR,9.52
KALIMANTAN BARAT,2016,10,OCT,PRECTOTCORR,11.55
KALIMANTAN BARAT,2016,11,NOV,PRECTOTCORR,11.95
KALIMANTAN BARAT,2016,12,DEC,PRECTOTCORR,16.02
KALIMANTAN BARAT,2017,1,JAN,PRECTOTCORR,9.6
KALIMANTAN BARAT,2017,2,FEB,PRECTOTCORR,8.8
KALIMANTAN BARAT,2017,3,MAR,PRECTOTCORR,8.98
KALIMANTAN BARAT,2017,4,APR,PRECTOTCORR,7.59
KALIMANTAN BARAT,2017,5,MAY,PRECTOTCORR,10.08
KALIMANTAN BARAT,2017,6,JUN,PRECTOTCORR,6.35
KALIMANTAN BARAT,2017,7,JUL,PRECTOTCORR,6.61
KALIMANTAN BARAT,2017,8,AUG,PRECTOTCORR,13.15
KALIMANTAN BARAT,2017,9,SEP,PRECTOTCORR,7.93
KALIMANTAN BARAT,2017,10,OCT,PRECTOTCORR,12.39
KALIMANTAN BARAT,2017,11,NOV,PRECTOTCORR,14.25
KALIMANTAN BARAT,2017,12,DEC,PRECTOTCORR,9.09
KALIMANTAN BARAT,2018,1,JAN,PRECTOTCORR,11.48
KALIMANTAN BARAT,2018,2,FEB,PRECTOTCORR,7.27
KALIMANTAN BARAT,2018,3,MAR,PRECTOTCORR,7.98
KALIMANTAN BARAT,2018,4,APR,PRECTOTCORR,10.82
KALIMANTAN BARAT,2018,5,MAY,PRECTOTCORR,11.31
KALIMANTAN BARAT,2018,6,JUN,PRECTOTCORR,10.29
KALIMANTAN BARAT,2018,7,JUL,PRECTOTCORR,4.16
KALIMANTAN BARAT,2018,8,AUG,PRECTOTCORR,1.64
KALIMANTAN BARAT,2018,9,SEP,PRECTOTCORR,7.42
KALIMANTAN BARAT,2018,10,OCT,PRECTOTCORR,15.67
KALIMANTAN BARAT,2018,11,NOV,PRECTOTCORR,12.47
KALIMANTAN BARAT,2018,12,DEC,PRECTOTCORR,12.07
KALIMANTAN BARAT,2019,1,JAN,PRECTOTCORR,14.03
KALIMANTAN BARAT,2019,2,FEB,PRECTOTCORR,11.45
KALIMANTAN BARAT,2019,3,MAR,PRECTOTCORR,5.17
KALIMANTAN BARAT,2019,4,APR,PRECTOTCORR,8.93
KALIMANTAN BARAT,2019,5,MAY,PRECTOTCORR,6.21
KALIMANTAN BARAT,2019,6,JUN,PRECTOTCORR,10.5
KALIMANTAN BARAT,2019,7,JUL,PRECTOTCORR,3.5
KALIMANTAN BARAT,2019,8,AUG,PRECTOTCORR,3.58
KALIMANTAN BARAT,2019,9,SEP,PRECTOTCORR,6.29
KALIMANTAN BARAT,2019,10,OCT,PRECTOTCORR,13.64
KALIMANTAN BARAT,2019,11,NOV,PRECTOTCORR,9.23
KALIMANTAN BARAT,2019,12,DEC,PRECTOTCORR,17.81
KALIMANTAN BARAT,2020,1,JAN,PRECTOTCORR,10.83
KALIMANTAN BARAT,2020,2,FEB,PRECTOTCORR,9.25
KALIMANTAN BARAT,2020,3,MAR,PRECTOTCORR,6.12
KALIMANTAN BARAT,2020,4,APR,PRECTOTCORR,10.65
KALIMANTAN BARAT,2020,5,MAY,PRECTOTCORR,7.71
KALIMANTAN BARAT,2020,6,JUN,PRECTOTCORR,9.57
KALIMANTAN BARAT,2020,7,JUL,PRECTOTCORR,13.79
KALIMANTAN BARAT,2020,8,AUG,PRECTOTCORR,8.92
KALIMANTAN BARAT,2020,9,SEP,PRECTOTCORR,13.54
KALIMANTAN BARAT,2020,10,OCT,PRECTOTCORR,8.96
KALIMANTAN BARAT,2020,11,NOV,PRECTOTCORR,39.48
KALIMANTAN BARAT,2020,12,DEC,PRECTOTCORR,7.04
KALIMANTAN BARAT,2021,1,JAN,PRECTOTCORR,11.79
KALIMANTAN BARAT,2021,2,FEB,PRECTOTCORR,6.17
KALIMANTAN BARAT,2021,3,MAR,PRECTOTCORR,31.32
KALIMANTAN BARAT,2021,4,APR,PRECTOTCORR,6.23
KALIMANTAN BARAT,2021,5,MAY,PRECTOTCORR,9.67
KALIMANTAN BARAT,2021,6,JUN,PRECTOTCORR,7.21
KALIMANTAN BARAT,2021,7,JUL,PRECTOTCORR,8.28
KALIMANTAN BARAT,2021,8,AUG,PRECTOTCORR,17.48
KALIMANTAN BARAT,2021,9,SEP,PRECTOTCORR,11.37
KALIMANTAN BARAT,2021,10,OCT,PRECTOTCORR,8.28
KALIMANTAN BARAT,2021,11,NOV,PRECTOTCORR,11.49
KALIMANTAN BARAT,2021,12,DEC,PRECTOTCORR,6.87
KALIMANTAN BARAT,2022,1,JAN,PRECTOTCORR,7.42
KALIMANTAN BARAT,2022,2,FEB,PRECTOTCORR,5.95
KALIMANTAN BARAT,2022,3,MAR,PRECTOTCORR,5.98
KALIMANTAN BARAT,2022,4,APR,PRECTOTCORR,7.8
KALIMANTAN BARAT,2022,5,MAY,PRECTOTCORR,6.12
KALIMANTAN BARAT,2022,6,JUN,PRECTOTCORR,7.89
KALIMANTAN BARAT,2022,7,JUL,PRECTOTCORR,6.88
KALIMANTAN BARAT,2022,8,AUG,PRECTOTCORR,10.48
KALIMANTAN BARAT,2022,9,SEP,PRECTOTCORR,7.21
KALIMANTAN BARAT,2022,10,OCT,PRECTOTCORR,15.35
KALIMANTAN BARAT,2022,11,NOV,PRECTOTCORR,8.64
KALIMANTAN BARAT,2022,12,DEC,PRECTOTCORR,11.64
KALIMANTAN BARAT,2023,1,JAN,PRECTOTCORR,9.94
KALIMANTAN BARAT,2023,2,FEB,PRECTOTCORR,7.3
KALIMANTAN BARAT,2023,3,MAR,PRECTOTCORR,11.91
KALIMANTAN BARAT,2023,4,APR,PRECTOTCORR,6.27
KALIMANTAN BARAT,2023,5,MAY,PRECTOTCORR,4.65
KALIMANTAN BARAT,2023,6,JUN,PRECTOTCORR,8.14
KALIMANTAN BARAT,2023,7,JUL,PRECTOTCORR,9.61
KALIMANTAN BARAT,2023,8,AUG,PRECTOTCORR,3.51
KALIMANTAN BARAT,2023,9,SEP,PRECTOTCORR,7.19
KALIMANTAN BARAT,2023,10,OCT,PRECTOTCORR,10.73
KALIMANTAN BARAT,2023,11,NOV,PRECTOTCORR,14.77
KALIMANTAN BARAT,2023,12,DEC,PRECTOTCORR,12.86
KALIMANTAN BARAT,2024,1,JAN,PRECTOTCORR,11.83
KALIMANTAN BARAT,2024,2,FEB,PRECTOTCORR,12.51
KALIMANTAN BARAT,2024,3,MAR,PRECTOTCORR,12.93
KALIMANTAN BARAT,2024,4,APR,PRECTOTCORR,8.63
KALIMANTAN BARAT,2024,5,MAY,PRECTOTCORR,12.7
KALIMANTAN BARAT,2024,6,JUN,PRECTOTCORR,7.92
KALIMANTAN BARAT,2024,7,JUL,PRECTOTCORR,5.15
KALIMANTAN BARAT,2024,8,AUG,PRECTOTCORR,12.95
KALIMANTAN BARAT,2024,9,SEP,PRECTOTCORR,7.32
KALIMANTAN BARAT,2024,10,OCT,PRECTOTCORR,8.72
KALIMANTAN BARAT,2024,11,NOV,PRECTOTCORR,13.24
KALIMANTAN BARAT,2024,12,DEC,PRECTOTCORR,7.96
KALIMANTAN BARAT,2010,1,JAN,RH2M,90.01
KALIMANTAN BARAT,2010,2,FEB,RH2M,89.72
KALIMANTAN BARAT,2010,3,MAR,RH2M,88.98
KALIMANTAN BARAT,2010,4,APR,RH2M,88.72
KALIMANTAN BARAT,2010,5,MAY,RH2M,90.18
KALIMANTAN BARAT,2010,6,JUN,RH2M,89.57
KALIMANTAN BARAT,2010,7,JUL,RH2M,90.85
KALIMANTAN BARAT,2010,8,AUG,RH2M,89.74
KALIMANTAN BARAT,2010,9,SEP,RH2M,90.06
KALIMANTAN BARAT,2010,10,OCT,RH2M,89.63
KALIMANTAN BARAT,2010,11,NOV,RH2M,90.34
KALIMANTAN BARAT,2010,12,DEC,RH2M,91.25
KALIMANTAN BARAT,2011,1,JAN,RH2M,91.08
KALIMANTAN BARAT,2011,2,FEB,RH2M,89.21
KALIMANTAN BARAT,2011,3,MAR,RH2M,88.67
KALIMANTAN BARAT,2011,4,APR,RH2M,89.05
KALIMANTAN BARAT,2011,5,MAY,RH2M,89.61
KALIMANTAN BARAT,2011,6,JUN,RH2M,90.07
KALIMANTAN BARAT,2011,7,JUL,RH2M,89.42
KALIMANTAN BARAT,2011,8,AUG,RH2M,89.03
KALIMANTAN BARAT,2011,9,SEP,RH2M,89.15
KALIMANTAN BARAT,2011,10,OCT,RH2M,90.87
KALIMANTAN BARAT,2011,11,NOV,RH2M,90.32
KALIMANTAN BARAT,2011,12,DEC,RH2M,91.04
KALIMANTAN BARAT,2012,1,JAN,RH2M,90.6
KALIMANTAN BARAT,2012,2,FEB,RH2M,89.92
KALIMANTAN BARAT,2012,3,MAR,RH2M,89.08
KALIMANTAN BARAT,2012,4,APR,RH2M,89.0
KALIMANTAN BARAT,2012,5,MAY,RH2M,89.19
KALIMANTAN BARAT,2012,6,JUN,RH2M,89.72
KALIMANTAN BARAT,2012,7,JUL,RH2M,90.9
KALIMANTAN BARAT,2012,8,AUG,RH2M,89.93
KALIMANTAN BARAT,2012,9,SEP,RH2M,88.08
KALIMANTAN BARAT,2012,10,OCT,RH2M,89.12
KALIMANTAN BARAT,2012,11,NOV,RH2M,90.41
KALIMANTAN BARAT,2012,12,DEC,RH2M,91.46
KALIMANTAN BARAT,2013,1,JAN,RH2M,90.03
KALIMANTAN BARAT,2013,2,FEB,RH2M,91.35
KALIMANTAN BARAT,2013,3,MAR,RH2M,87.67
KALIMANTAN BARAT,2013,4,APR,RH2M,88.73
KALIMANTAN BARAT,2013,5,MAY,RH2M,90.79
KALIMANTAN BARAT,2013,6,JUN,RH2M,88.84
KALIMANTAN BARAT,2013,7,JUL,RH2M,89.61
KALIMANTAN BARAT,2013,8,AUG,RH2M,89.12
KALIMANTAN BARAT,2013,9,SEP,RH2M,89.81
KALIMANTAN BARAT,2013,10,OCT,RH2M,88.57
KALIMANTAN BARAT,2013,11,NOV,RH2M,90.29
KALIMANTAN BARAT,2013,12,DEC,RH2M,92.39
KALIMANTAN BARAT,2014,1,JAN,RH2M,89.02
KALIMANTAN BARAT,2014,2,FEB,RH2M,86.97
KALIMANTAN BARAT,2014,3,MAR,RH2M,88.53
KALIMANTAN BARAT,2014,4,APR,RH2M,87.75
KALIMANTAN BARAT,2014,5,MAY,RH2M,89.14
KALIMANTAN BARAT,2014,6,JUN,RH2M,90.06
KALIMANTAN BARAT,2014,7,JUL,RH2M,89.8
KALIMANTAN BARAT,2014,8,AUG,RH2M,90.63
KALIMANTAN BARAT,2014,9,SEP,RH2M,88.0
KALIMANTAN BARAT,2014,10,OCT,RH2M,88.54
KALIMANTAN BARAT,2014,11,NOV,RH2M,89.98
KALIMANTAN BARAT,2014,12,DEC,RH2M,90.77
KALIMANTAN BARAT,2015,1,JAN,RH2M,92.48
KALIMANTAN BARAT,2015,2,FEB,RH2M,90.6
KALIMANTAN BARAT,2015,3,MAR,RH2M,88.88
KALIMANTAN BARAT,2015,4,APR,RH2M,88.88
KALIMANTAN BARAT,2015,5,MAY,RH2M,90.26
KALIMANTAN BARAT,2015,6,JUN,RH2M,90.18
KALIMANTAN BARAT,2015,7,JUL,RH2M,89.46
KALIMANTAN BARAT,2015,8,AUG,RH2M,88.63
KALIMANTAN BARAT,2015,9,SEP,RH2M,88.86
KALIMANTAN BARAT,2015,10,OCT,RH2M,88.59
KALIMANTAN BARAT,2015,11,NOV,RH2M,89.61
KALIMANTAN BARAT,2015,12,DEC,RH2M,89.83
KALIMANTAN BARAT,2016,1,JAN,RH2M,90.3
KALIMANTAN BARAT,2016,2,FEB,RH2M,91.31
KALIMANTAN BARAT,2016,3,MAR,RH2M,89.85
KALIMANTAN BARAT,2016,4,APR,RH2M,89.13
KALIMANTAN BARAT,2016,5,MAY,RH2M,90.65
KALIMANTAN BARAT,2016,6,JUN,RH2M,90.38
KALIMANTAN BARAT,2016,7,JUL,RH2M,89.2
KALIMANTAN BARAT,2016,8,AUG,RH2M,88.52
KALIMANTAN BARAT,2016,9,SEP,RH2M,88.46
KALIMANTAN BARAT,2016,10,OCT,RH2M,89.25
KALIMANTAN BARAT,2016,11,NOV,RH2M,90.42
KALIMANTAN BARAT,2016,12,DEC,RH2M,91.47
KALIMANTAN BARAT,2017,1,JAN,RH2M,89.46
KALIMANTAN BARAT,2017,2,FEB,RH2M,90.35
KALIMANTAN BARAT,2017,3,MAR,RH2M,88.21
KALIMANTAN BARAT,2017,4,APR,RH2M,89.46
KALIMANTAN BARAT,2017,5,MAY,RH2M,90.62
KALIMANTAN BARAT,2017,6,JUN,RH2M,90.35
KALIMANTAN BARAT,2017,7,JUL,RH2M,90.09
KALIMANTAN BARAT,2017,8,AUG,RH2M,90.09
KALIMANTAN BARAT,2017,9,SEP,RH2M,89.03
KALIMANTAN BARAT,2017,10,OCT,RH2M,88.97
KALIMANTAN BARAT,2017,11,NOV,RH2M,90.37
KALIMANTAN BARAT,2017,12,DEC,RH2M,90.45
KALIMANTAN BARAT,2018,1,JAN,RH2M,91.29
KALIMANTAN BARAT,2018,2,FEB,RH2M,88.97
KALIMANTAN BARAT,2018,3,MAR,RH2M,88.99
KALIMANTAN BARAT,2018,4,APR,RH2M,89.78
KALIMANTAN BARAT,2018,5,MAY,RH2M,90.78
KALIMANTAN BARAT,2018,6,JUN,RH2M,91.59
KALIMANTAN BARAT,2018,7,JUL,RH2M,90.46
KALIMANTAN BARAT,2018,8,AUG,RH2M,88.8
KALIMANTAN BARAT,2018,9,SEP,RH2M,88.12
KALIMANTAN BARAT,2018,10,OCT,RH2M,88.87
KALIMANTAN BARAT,2018,11,NOV,RH2M,90.29
KALIMANTAN BARAT,2018,12,DEC,RH2M,90.69
KALIMANTAN BARAT,2019,1,JAN,RH2M,90.63
KALIMANTAN BARAT,2019,2,FEB,RH2M,90.34
KALIMANTAN BARAT,2019,3,MAR,RH2M,87.15
KALIMANTAN BARAT,2019,4,APR,RH2M,88.31
KALIMANTAN BARAT,2019,5,MAY,RH2M,90.06
KALIMANTAN BARAT,2019,6,JUN,RH2M,90.56
KALIMANTAN BARAT,2019,7,JUL,RH2M,89.33
KALIMANTAN BARAT,2019,8,AUG,RH2M,88.56
KALIMANTAN BARAT,2019,9,SEP,RH2M,89.0
KALIMANTAN BARAT,2019,10,OCT,RH2M,89.68
KALIMANTAN BARAT,2019,11,NOV,RH2M,89.42
KALIMANTAN BARAT,2019,12,DEC,RH2M,91.31
KALIMANTAN BARAT,2020,1,JAN,RH2M,91.02
KALIMANTAN BARAT,2020,2,FEB,RH2M,90.31
KALIMANTAN BARAT,2020,3,MAR,RH2M,88.85
KALIMANTAN BARAT,2020,4,APR,RH2M,89.14
KALIMANTAN BARAT,2020,5,MAY,RH2M,90.56
KALIMANTAN BARAT,2020,6,JUN,RH2M,90.87
KALIMANTAN BARAT,2020,7,JUL,RH2M,90.89
KALIMANTAN BARAT,2020,8,AUG,RH2M,88.84
KALIMANTAN BARAT,2020,9,SEP,RH2M,90.2
KALIMANTAN BARAT,2020,10,OCT,RH2M,90.37
KALIMANTAN BARAT,2020,11,NOV,RH2M,90.77
KALIMANTAN BARAT,2020,12,DEC,RH2M,91.32
KALIMANTAN BARAT,2021,1,JAN,RH2M,91.17
KALIMANTAN BARAT,2021,2,FEB,RH2M,88.73
KALIMANTAN BARAT,2021,3,MAR,RH2M,88.68
KALIMANTAN BARAT,2021,4,APR,RH2M,87.78
KALIMANTAN BARAT,2021,5,MAY,RH2M,89.24
KALIMANTAN BARAT,2021,6,JUN,RH2M,89.79
KALIMANTAN BARAT,2021,7,JUL,RH2M,90.11
KALIMANTAN BARAT,2021,8,AUG,RH2M,91.01
KALIMANTAN BARAT,2021,9,SEP,RH2M,89.32
KALIMANTAN BARAT,2021,10,OCT,RH2M,89.1
KALIMANTAN BARAT,2021,11,NOV,RH2M,89.35
KALIMANTAN BARAT,2021,12,DEC,RH2M,90.42
KALIMANTAN BARAT,2022,1,JAN,RH2M,90.5
KALIMANTAN BARAT,2022,2,FEB,RH2M,88.88
KALIMANTAN BARAT,2022,3,MAR,RH2M,87.94
KALIMANTAN BARAT,2022,4,APR,RH2M,89.14
KALIMANTAN BARAT,2022,5,MAY,RH2M,89.1
KALIMANTAN BARAT,2022,6,JUN,RH2M,90.59
KALIMANTAN BARAT,2022,7,JUL,RH2M,89.72
KALIMANTAN BARAT,2022,8,AUG,RH2M,89.39
KALIMANTAN BARAT,2022,9,SEP,RH2M,89.46
KALIMANTAN BARAT,2022,10,OCT,RH2M,90.63
KALIMANTAN BARAT,2022,11,NOV,RH2M,90.2
KALIMANTAN BARAT,2022,12,DEC,RH2M,89.68
KALIMANTAN BARAT,2023,1,JAN,RH2M,91.19
KALIMANTAN BARAT,2023,2,FEB,RH2M,90.65
KALIMANTAN BARAT,2023,3,MAR,RH2M,90.61
KALIMANTAN BARAT,2023,4,APR,RH2M,88.95
KALIMANTAN BARAT,2023,5,MAY,RH2M,90.01
KALIMANTAN BARAT,2023,6,JUN,RH2M,89.53
KALIMANTAN BARAT,2023,7,JUL,RH2M,90.51
KALIMANTAN BARAT,2023,8,AUG,RH2M,89.49
KALIMANTAN BARAT,2023,9,SEP,RH2M,88.62
KALIMANTAN BARAT,2023,10,OCT,RH2M,89.28
KALIMANTAN BARAT,2023,11,NOV,RH2M,90.03
KALIMANTAN BARAT,2023,12,DEC,RH2M,90.77
KALIMANTAN BARAT,2024,1,JAN,RH2M,91.54
KALIMANTAN BARAT,2024,2,FEB,RH2M,90.8
KALIMANTAN BARAT,2024,3,MAR,RH2M,90.48
KALIMANTAN BARAT,2024,4,APR,RH2M,89.42
KALIMANTAN BARAT,2024,5,MAY,RH2M,91.07
KALIMANTAN BARAT,2024,6,JUN,RH2M,91.03
KALIMANTAN BARAT,2024,7,JUL,RH2M,90.32
KALIMANTAN BARAT,2024,8,AUG,RH2M,90.95
KALIMANTAN BARAT,2024,9,SEP,RH2M,89.05
KALIMANTAN BARAT,2024,10,OCT,RH2M,89.16
KALIMANTAN BARAT,2024,11,NOV,RH2M,89.4
KALIMANTAN BARAT,2024,12,DEC,RH2M,91.22
KALIMANTAN BARAT,2010,1,JAN,T2M,25.83
KALIMANTAN BARAT,2010,2,FEB,T2M,26.62
KALIMANTAN BARAT,2010,3,MAR,T2M,26.46
KALIMANTAN BARAT,2010,4,APR,T2M,27.12
KALIMANTAN BARAT,2010,5,MAY,T2M,27.16
KALIMANTAN BARAT,2010,6,JUN,T2M,26.55
KALIMANTAN BARAT,2010,7,JUL,T2M,25.94
KALIMANTAN BARAT,2010,8,AUG,T2M,26.24
KALIMANTAN BARAT,2010,9,SEP,T2M,25.93
KALIMANTAN BARAT,2010,10,OCT,T2M,26.12
KALIMANTAN BARAT,2010,11,NOV,T2M,25.94
KALIMANTAN BARAT,2010,12,DEC,T2M,25.43
KALIMANTAN BARAT,2011,1,JAN,T2M,25.38
KALIMANTAN BARAT,2011,2,FEB,T2M,25.58
KALIMANTAN BARAT,2011,3,MAR,T2M,25.89
KALIMANTAN BARAT,2011,4,APR,T2M,26.27
KALIMANTAN BARAT,2011,5,MAY,T2M,26.6
KALIMANTAN BARAT,2011,6,JUN,T2M,26.28
KALIMANTAN BARAT,2011,7,JUL,T2M,25.98
KALIMANTAN BARAT,2011,8,AUG,T2M,26.02
KALIMANTAN BARAT,2011,9,SEP,T2M,26.21
KALIMANTAN BARAT,2011,10,OCT,T2M,25.95
KALIMANTAN BARAT,2011,11,NOV,T2M,26.01
KALIMANTAN BARAT,2011,12,DEC,T2M,25.98
KALIMANTAN BARAT,2012,1,JAN,T2M,25.8
KALIMANTAN BARAT,2012,2,FEB,T2M,25.94
KALIMANTAN BARAT,2012,3,MAR,T2M,26.0
KALIMANTAN BARAT,2012,4,APR,T2M,26.3
KALIMANTAN BARAT,2012,5,MAY,T2M,26.69
KALIMANTAN BARAT,2012,6,JUN,T2M,26.33
KALIMANTAN BARAT,2012,7,JUL,T2M,25.51
KALIMANTAN BARAT,2012,8,AUG,T2M,25.77
KALIMANTAN BARAT,2012,9,SEP,T2M,26.16
KALIMANTAN BARAT,2012,10,OCT,T2M,26.28
KALIMANTAN BARAT,2012,11,NOV,T2M,26.01
KALIMANTAN BARAT,2012,12,DEC,T2M,25.9
KALIMANTAN BARAT,2013,1,JAN,T2M,26.12
KALIMANTAN BARAT,2013,2,FEB,T2M,25.87
KALIMANTAN BARAT,2013,3,MAR,T2M,26.81
KALIMANTAN BARAT,2013,4,APR,T2M,26.8
KALIMANTAN BARAT,2013,5,MAY,T2M,26.6
KALIMANTAN BARAT,2013,6,JUN,T2M,26.73
KALIMANTAN BARAT,2013,7,JUL,T2M,25.98
KALIMANTAN BARAT,2013,8,AUG,T2M,25.9
KALIMANTAN BARAT,2013,9,SEP,T2M,26.0
KALIMANTAN BARAT,2013,10,OCT,T2M,26.32
KALIMANTAN BARAT,2013,11,NOV,T2M,25.92
KALIMANTAN BARAT,2013,12,DEC,T2M,25.74
KALIMANTAN BARAT,2014,1,JAN,T2M,25.15
